200;3843;2;1
201;6201;3;67
202;3223;3;21
203;6068;3;7
204;5947;3;18
205;4124;3;86
206;4395;3;100
207;2752;3;8
208;4424;3;30
209;422;3;11
210;8100;3;94
211;7137;3;51
212;414;3;84
213;479;3;52
214;6133;3;4
215;9871;3;21
216;7786;3;47
217;6667;3;90
218;3462;3;51
219;5489;3;23
220;3557;3;6
221;7892;3;91
222;8923;3;68
223;2867;3;28
224;8947;3;66
225;9949;3;20
226;7037;3;10
227;9791;3;21
228;2684;3;42
229;3918;3;25
230;3833;3;71
231;108;3;54
232;660;3;26
233;2322;3;6
234;1982;3;12
235;4449;3;7
236;8535;3;72
237;5275;3;95
238;3142;3;53
239;7987;3;25
240;6387;3;29
241;1353;3;5
242;7828;3;83
243;1218;3;83
244;7025;3;18
245;403;3;32
246;5679;3;72
247;2238;3;70
248;2048;3;42
249;8023;3;13
250;1467;3;5
251;1482;3;31
252;2266;3;53
253;3945;3;75
254;4700;3;76
255;2426;3;87
256;1572;3;33
257;9031;3;30
258;3173;3;99
259;4196;3;24
260;5882;3;62
261;8133;3;97
262;3310;3;30
263;4594;3;27
264;1226;3;70
265;8516;3;60
266;2665;3;8
267;4491;3;92
268;7610;3;100
269;6093;3;89
270;2414;3;57
271;7077;3;48
272;7738;3;42
273;4191;3;85
274;207;3;9
275;7946;3;71
276;2197;3;94
277;2062;3;34
278;6218;3;37
279;4480;3;75
280;5214;3;64
281;2894;3;64
282;7753;3;10
283;5523;3;98
284;7578;3;44
285;3517;3;50
286;262;3;12
287;4816;3;38
288;5833;3;86
289;554;3;17
290;5118;3;81
291;4163;3;93
292;9345;3;76
293;227;3;24
294;6994;3;59
295;4817;3;15
296;9339;3;91
297;1564;3;36
298;6207;3;72
299;8050;3;83
300;6512;3;82
301;5207;4;11
302;3881;4;65
303;8397;4;49
304;6323;4;7
305;2576;4;71
306;264;4;67
307;5536;4;21
308;3559;4;19
309;2593;4;22
310;9068;4;66
311;3292;4;79
312;286;4;89
313;5707;4;47
314;3173;4;15
315;6736;4;42
316;3773;4;95
317;7434;4;83
318;9559;4;94
319;855;4;32
320;3503;4;31
321;6156;4;63
322;3794;4;7
323;6776;4;6
324;8870;4;8
325;2387;4;82
326;6957;4;86
327;4014;4;39
328;1660;4;46
329;9242;4;11
330;333;4;28
331;9719;4;94
332;9917;4;84
333;6339;4;77
334;5728;4;98
335;8406;4;11
336;2299;4;64
337;1849;4;80
338;1765;4;51
339;8141;4;85
340;4531;4;53
341;9935;4;10
342;9010;4;84
343;1658;4;34
344;2037;4;12
345;3291;4;90
346;9276;4;8
347;3384;4;73
348;5378;4;36
349;3021;4;66
350;6961;4;85
351;5849;4;30
352;7579;4;9
353;582;4;98
354;2765;4;5
355;1462;4;87
356;4953;4;65
357;9005;4;44
358;2647;4;70
359;8120;4;30
360;5524;4;33
361;3136;4;36
362;7367;4;16
363;9638;4;35
364;1652;4;12
365;1124;4;77
366;464;4;97
367;4463;4;21
368;5955;4;15
369;1863;4;30
370;5028;4;10
371;8665;4;57
372;2136;4;58
373;5639;4;58
374;2108;4;26
375;1664;4;100
376;4817;4;3
377;7691;4;44
378;6115;4;68
379;5686;4;1
380;4976;4;63
381;6925;4;12
382;5072;4;46
383;2412;4;100
384;92;4;45
385;4497;4;1
386;6058;4;33
387;2803;4;6
388;599;4;79
389;9495;4;86
390;8695;4;61
391;8576;4;30
392;6753;4;52
393;1455;4;40
394;2044;4;43
395;6307;4;15
396;2510;4;67
397;1921;4;79
398;2741;4;83
399;7641;4;82
400;5516;4;74
401;9795;5;41
402;4741;5;99
403;1575;5;85
404;4814;5;55
405;7683;5;81
406;3518;5;90
407;7311;5;51
408;372;5;54
409;8981;5;89
410;62;5;20
411;8628;5;34
412;1020;5;94
413;7920;5;66
414;2542;5;90
415;3277;5;26
416;9918;5;6
417;7294;5;9
418;5971;5;32
419;3354;5;86
420;9137;5;70
421;1104;5;88
422;2735;5;43
423;5145;5;94
424;7469;5;57
425;1839;5;31
426;9328;5;40
427;9399;5;43
428;8058;5;96
429;4624;5;29
430;7159;5;99
431;5532;5;7
432;4962;5;22
433;2960;5;38
434;7767;5;34
435;5714;5;67
436;236;5;71
437;3285;5;51
438;5300;5;90
439;7326;5;74
440;5653;5;41
441;8074;5;38
442;1622;5;88
443;4772;5;86
444;5645;5;20
445;9721;5;5
446;1878;5;34
447;4104;5;7
448;592;5;49
449;9911;5;12
450;888;5;80
451;6450;5;3
452;2030;5;91
453;1722;5;39
454;3207;5;99
455;8723;5;94
456;3903;5;5
457;4177;5;1
458;2217;5;9
459;2571;5;36
460;6452;5;47
461;1474;5;58
462;6086;5;75
463;5070;5;33
464;1838;5;57
465;1623;5;57
466;960;5;43
467;7111;5;59
468;3113;5;1
469;1714;5;99
470;4233;5;11
471;7977;5;78
472;628;5;70
473;9538;5;37
474;3244;5;44
475;7073;5;77
476;2481;5;57
477;3801;5;40
478;7259;5;54
479;6297;5;63
480;8122;5;78
481;7644;5;65
482;3088;5;42
483;9020;5;93
484;6691;5;88
485;2700;5;36
486;7180;5;53
487;4152;5;25
488;4215;5;13
489;3417;5;27
490;9562;5;85
491;6278;5;19
492;6248;5;18
493;3874;5;85
494;7464;5;72
495;5335;5;13
496;5065;5;51
497;1810;5;43
498;8979;5;19
499;1800;5;76
500;3010;5;54
501;7101;6;16
502;9623;6;60
503;5884;6;93
504;6097;6;30
505;4403;6;71
506;7131;6;67
507;1689;6;35
508;4465;6;1
509;2197;6;21
510;2345;6;37
511;9818;6;34
512;8797;6;95
513;2955;6;84
514;6560;6;30
515;4400;6;49
516;4291;6;46
517;1655;6;93
518;8154;6;33
519;3032;6;4
520;6299;6;11
521;2378;6;77
522;3875;6;78
523;585;6;26
524;4218;6;17
525;5200;6;16
526;2625;6;39
527;367;6;28
528;2756;6;1
529;8124;6;60
530;2098;6;76
531;8623;6;93
532;2160;6;7
533;1256;6;63
534;1123;6;19
535;831;6;74
536;1503;6;53
537;2980;6;66
538;3057;6;93
539;796;6;4
540;1653;6;82
541;326;6;39
542;8093;6;34
543;5992;6;91
544;7004;6;54
545;8287;6;50
546;4817;6;48
547;5146;6;32
548;7576;6;49
549;5290;6;40
550;3882;6;16
551;6536;6;73
552;5599;6;92
553;4564;6;10
554;9144;6;37
555;7980;6;9
556;3157;6;8
557;3615;6;53
558;4103;6;66
559;1985;6;84
560;26;6;80
561;6552;6;86
562;4019;6;100
563;2051;6;54
564;3272;6;61
565;6477;6;65
566;6536;6;100
567;8580;6;3
568;2744;6;60
569;7669;6;91
570;6178;6;69
571;5396;6;42
572;9036;6;15
573;9798;6;29
574;567;6;11
575;328;6;28
576;3039;6;14
577;8878;6;19
578;8704;6;50
579;5845;6;66
580;8676;6;30
581;2203;6;28
582;4176;6;85
583;8218;6;6
584;2920;6;68
585;6976;6;82
586;8645;6;95
587;6184;6;35
588;9701;6;69
589;4879;6;91
590;3448;6;38
591;2590;6;20
592;6803;6;97
593;7286;6;23
594;9685;6;2
595;4992;6;68
596;7351;6;94
597;8362;6;23
598;9635;6;97
599;3682;6;95
600;9988;6;16
601;5774;7;62
602;4843;7;4
603;8135;7;28
604;4347;7;52
605;1227;7;75
606;8754;7;7
607;5328;7;76
608;920;7;93
609;5573;7;15
610;4214;7;93
611;5930;7;49
612;6920;7;22
613;5696;7;29
614;8722;7;84
615;6828;7;11
616;2244;7;24
617;2922;7;47
618;2753;7;27
619;968;7;93
620;2135;7;44
621;5162;7;26
622;9033;7;85
623;7985;7;6
624;5645;7;41
625;7525;7;99
626;3094;7;71
627;1604;7;17
628;1503;7;10
629;8626;7;10
630;7973;7;39
631;2290;7;100
632;5480;7;87
633;2313;7;48
634;8407;7;26
635;6109;7;63
636;5876;7;41
637;7044;7;10
638;2370;7;85
639;3295;7;100
640;6196;7;18
641;7632;7;41
642;301;7;88
643;2489;7;48
644;6645;7;14
645;6596;7;44
646;4891;7;65
647;9127;7;29
648;8538;7;66
649;4835;7;61
650;6757;7;1
651;8962;7;97
652;8210;7;93
653;3859;7;57
654;3874;7;38
655;181;7;51
656;9551;7;41
657;4296;7;66
658;5106;7;29
659;111;7;59
660;6751;7;97
661;7907;7;78
662;694;7;44
663;4974;7;5
664;1363;7;88
665;2834;7;69
666;5045;7;31
667;3685;7;71
668;286;7;71
669;4310;7;23
670;9679;7;82
671;9155;7;1
672;3764;7;82
673;5549;7;79
674;6690;7;55
675;3079;7;10
676;5014;7;6
677;6059;7;3
678;5555;7;48
679;2694;7;42
680;5568;7;82
681;7079;7;84
682;8670;7;30
683;468;7;86
684;2949;7;52
685;6400;7;86
686;3436;7;81
687;218;7;4
688;9768;7;17
689;7263;7;10
690;1263;7;82
691;5608;7;29
692;5848;7;77
693;8584;7;61
694;6349;7;69
695;9527;7;36
696;7482;7;38
697;6223;7;2
698;9562;7;39
699;5305;7;9
700;419;7;33
701;7526;8;57
702;5304;8;66
703;3262;8;25
704;5681;8;95
705;3862;8;92
706;1689;8;75
707;8542;8;60
708;9823;8;57
709;8388;8;69
710;6896;8;70
711;8742;8;75
712;3713;8;87
713;8767;8;88
714;7045;8;30
715;2273;8;31
716;6469;8;77
717;7063;8;25
718;3450;8;5
719;968;8;56
720;3613;8;33
721;1538;8;49
722;9597;8;74
723;2882;8;41
724;1089;8;60
725;7586;8;76
726;705;8;68
727;3785;8;66
728;9202;8;13
729;7521;8;85
730;1209;8;48
731;8304;8;62
732;3112;8;67
733;1451;8;19
734;8037;8;89
735;4211;8;61
736;8974;8;38
737;3962;8;29
738;6;8;43
739;5812;8;4
740;7317;8;41
741;3843;8;39
742;6219;8;39
743;4931;8;97
744;7778;8;82
745;6570;8;51
746;8782;8;67
747;463;8;36
748;1782;8;5
749;1787;8;99
750;7723;8;59
751;9955;8;44
752;2278;8;50
753;497;8;39
754;8442;8;41
755;9219;8;97
756;2122;8;98
757;9208;8;28
758;4558;8;44
759;8435;8;13
760;5217;8;2
761;734;8;16
762;1492;8;82
763;5721;8;52
764;7012;8;18
765;3908;8;75
766;8652;8;38
767;1656;8;45
768;3454;8;14
769;6912;8;28
770;557;8;22
771;728;8;36
772;1;8;1
773;1454;8;53
774;9766;8;87
775;8180;8;26
776;4801;8;4
777;7531;8;69
778;6946;8;13
779;3232;8;39
780;2619;8;4
781;984;8;45
782;5951;8;5
783;2163;8;56
784;8646;8;78
785;8591;8;76
786;4250;8;61
787;7219;8;83
788;3762;8;38
789;7919;8;14
790;1549;8;96
791;9829;8;45
792;5367;8;54
793;1644;8;63
794;1987;8;49
795;9109;8;39
796;383;8;90
797;8601;8;61
798;7721;8;88
799;9116;8;67
800;9527;8;6
801;6253;9;20
802;4281;9;97
803;853;9;39
804;4454;9;98
805;1835;9;88
806;527;9;25
807;7476;9;33
808;1872;9;80
809;1878;9;54
810;8576;9;1
811;3697;9;22
812;1232;9;25
813;2352;9;20
814;1534;9;73
815;2850;9;32
816;5101;9;31
817;4158;9;99
818;9398;9;12
819;7605;9;77
820;3803;9;71
821;1178;9;23
822;5972;9;82
823;2796;9;85
824;8444;9;36
825;626;9;59
826;2150;9;94
827;1352;9;23
828;8922;9;95
829;7925;9;80
830;3423;9;57
831;6792;9;67
832;6011;9;23
833;823;9;28
834;1950;9;25
835;8279;9;86
836;9139;9;72
837;9994;9;71
838;6054;9;91
839;6693;9;41
840;3943;9;81
841;5834;9;40
842;2500;9;74
843;2711;9;6
844;6216;9;58
845;3688;9;1
846;9383;9;8
847;362;9;66
848;1345;9;82
849;2235;9;94
850;7;9;20
851;2041;9;50
852;831;9;94
853;2245;9;40
854;588;9;65
855;3454;9;11
856;12;9;86
857;5458;9;13
858;7133;9;48
859;9474;9;50
860;3571;9;12
861;5781;9;9
862;9357;9;60
863;4376;9;45
864;7943;9;60
865;7563;9;76
866;1984;9;91
867;2441;9;46
868;2217;9;86
869;8145;9;74
870;6273;9;11
871;7398;9;34
872;1640;9;73
873;4432;9;83
874;7145;9;42
875;1674;9;61
876;314;9;82
877;5699;9;90
878;3738;9;30
879;8942;9;12
880;2204;9;10
881;7372;9;96
882;3751;9;16
883;5941;9;70
884;2036;9;53
885;2996;9;52
886;4440;9;67
887;2025;9;60
888;213;9;64
889;4131;9;6
890;5592;9;87
891;7454;9;11
892;8329;9;35
893;385;9;100
894;2356;9;59
895;3866;9;60
896;4393;9;48
897;4334;9;87
898;8263;9;59
899;2935;9;86
900;9359;9;84
901;8526;10;22
902;1294;10;46
903;1668;10;56
904;9075;10;73
905;4328;10;68
906;8352;10;32
907;5344;10;2
908;8234;10;19
909;4815;10;15
910;5977;10;82
911;1547;10;87
912;5446;10;58
913;6443;10;93
914;7669;10;89
915;1281;10;4
916;1024;10;4
917;6730;10;49
918;661;10;24
919;5643;10;34
920;1583;10;6
921;7666;10;100
922;7503;10;79
923;9036;10;50
924;8066;10;29
925;7085;10;85
926;297;10;18
927;2380;10;36
928;6279;10;5
929;2728;10;88
930;7938;10;29
931;2322;10;76
932;1561;10;46
933;6204;10;95
934;9228;10;44
935;4900;10;14
936;1662;10;100
937;6611;10;8
938;7186;10;43
939;4656;10;100
940;4459;10;91
941;6002;10;36
942;2431;10;86
943;2656;10;70
944;9593;10;86
945;1462;10;28
946;5977;10;34
947;9414;10;23
948;5631;10;61
949;987;10;25
950;4291;10;42
951;1172;10;99
952;6864;10;77
953;2923;10;37
954;1976;10;41
955;543;10;64
956;6331;10;82
957;1169;10;77
958;9916;10;54
959;4963;10;62
960;4179;10;94
961;880;10;16
962;9247;10;85
963;8948;10;87
964;2952;10;36
965;1894;10;31
966;3996;10;2
967;8626;10;84
968;3924;10;29
969;9616;10;50
970;7750;10;100
971;9525;10;80
972;1061;10;67
973;5575;10;46
974;2195;10;96
975;1086;10;12
976;1729;10;21
977;2389;10;5
978;7884;10;13
979;3880;10;4
980;5734;10;52
981;358;10;87
982;86;10;40
983;8014;10;89
984;6816;10;24
985;5418;10;44
986;5060;10;93
987;3691;10;5
988;3172;10;60
989;681;10;73
990;4620;10;94
991;7405;10;96
992;6139;10;73
993;6282;10;17
994;9322;10;50
995;9752;10;2
996;8610;10;58
997;4765;10;27
998;3143;10;7
999;3322;10;12
1000;7310;10;42
1001;1738;11;78
1002;4998;11;4
1003;1667;11;23
1004;5513;11;19
1005;4009;11;73
1006;4940;11;50
1007;2801;11;32
1008;5317;11;15
1009;9949;11;89
1010;5403;11;1
1011;3220;11;31
1012;1065;11;72
1013;9297;11;50
1014;332;11;16
1015;923;11;12
1016;8029;11;30
1017;2128;11;37
1018;7566;11;8
1019;8396;11;87
1020;2941;11;55
1021;9230;11;61
1022;2299;11;27
1023;9050;11;72
1024;5490;11;47
1025;8594;11;49
1026;2006;11;42
1027;3079;11;10
1028;2373;11;10
1029;5261;11;45
1030;5649;11;99
1031;1224;11;16
1032;8005;11;86
1033;4244;11;15
1034;2545;11;87
1035;7406;11;75
1036;8502;11;76
1037;8752;11;89
1038;8727;11;22
1039;3728;11;24
1040;8011;11;93
1041;8442;11;8
1042;1160;11;44
1043;3788;11;2
1044;9022;11;34
1045;4936;11;48
1046;2659;11;89
1047;2818;11;50
1048;738;11;67
1049;4312;11;22
1050;2869;11;64
1051;5593;11;86
1052;2112;11;46
1053;8806;11;18
1054;3138;11;53
1055;5610;11;96
1056;8662;11;25
1057;2457;11;88
1058;5665;11;22
1059;1496;11;17
1060;4652;11;35
1061;7905;11;15
1062;9745;11;21
1063;9137;11;94
1064;4746;11;22
1065;4086;11;25
1066;484;11;66
1067;490;11;45
1068;1739;11;77
1069;7038;11;4
1070;7819;11;78
1071;2569;11;62
1072;9466;11;7
1073;8553;11;63
1074;6211;11;9
1075;2565;11;32
1076;2482;11;25
1077;9895;11;32
1078;7850;11;61
1079;7597;11;65
1080;6631;11;48
1081;316;11;99
1082;4728;11;5
1083;46;11;45
1084;7088;11;43
1085;2591;11;16
1086;7429;11;40
1087;1978;11;56
1088;2990;11;69
1089;306;11;32
1090;998;11;53
1091;4600;11;45
1092;244;11;75
1093;4116;11;37
1094;722;11;67
1095;1252;11;22
1096;6628;11;77
1097;6709;11;20
1098;3192;11;95
1099;4901;11;9
1100;5777;11;21
1101;8700;12;77
1102;491;12;30
1103;3611;12;96
1104;9153;12;95
1105;169;12;21
1106;7853;12;41
1107;9968;12;51
1108;7614;12;57
1109;5096;12;76
1110;7656;12;63
1111;2944;12;98
1112;6667;12;80
1113;8392;12;66
1114;5096;12;84
1115;3159;12;77
1116;2021;12;50
1117;7772;12;27
1118;3387;12;79
1119;5040;12;22
1120;4532;12;51
1121;5182;12;99
1122;8852;12;48
1123;1831;12;37
1124;6143;12;25
1125;5021;12;83
1126;8743;12;46
1127;1953;12;57
1128;924;12;2
1129;8873;12;59
1130;7150;12;18
1131;7668;12;16
1132;7816;12;25
1133;8981;12;16
1134;6849;12;82
1135;9539;12;65
1136;4170;12;26
1137;5188;12;28
1138;7436;12;10
1139;2666;12;13
1140;1690;12;19
1141;2573;12;78
1142;2608;12;13
1143;3148;12;75
1144;8883;12;19
1145;9506;12;20
1146;1932;12;24
1147;5790;12;64
1148;6618;12;9
1149;8351;12;19
1150;4958;12;32
1151;6485;12;46
1152;5881;12;3
1153;3544;12;35
1154;8033;12;25
1155;5290;12;57
1156;9353;12;85
1157;4267;12;2
1158;6660;12;22
1159;8636;12;46
1160;891;12;21
1161;1454;12;54
1162;8749;12;22
1163;1681;12;86
1164;9523;12;73
1165;1347;12;79
1166;6634;12;92
1167;4254;12;91
1168;7056;12;57
1169;334;12;6
1170;8176;12;71
1171;6389;12;95
1172;900;12;34
1173;8288;12;65
1174;9830;12;66
1175;1913;12;12
1176;6213;12;22
1177;151;12;62
1178;7014;12;65
1179;1063;12;67
1180;3955;12;59
1181;7961;12;69
1182;9634;12;88
1183;5623;12;74
1184;3973;12;72
1185;8082;12;13
1186;3121;12;61
1187;2543;12;98
1188;4702;12;13
1189;833;12;26
1190;7821;12;80
1191;4514;12;22
1192;3588;12;88
1193;2265;12;72
1194;2107;12;92
1195;8502;12;19
1196;4839;12;72
1197;301;12;83
1198;7042;12;21
1199;5675;12;87
1200;3601;12;87
1201;9967;13;57
1202;2967;13;11
1203;8746;13;5
1204;8164;13;10
1205;4943;13;94
1206;850;13;70
1207;5167;13;12
1208;4291;13;100
1209;5162;13;1
1210;3751;13;22
1211;7181;13;24
1212;8291;13;88
1213;2678;13;57
1214;6266;13;15
1215;2193;13;37
1216;7907;13;71
1217;532;13;41
1218;2277;13;44
1219;9440;13;80
1220;2654;13;79
1221;1845;13;64
1222;3888;13;69
1223;1437;13;12
1224;7684;13;34
1225;8867;13;37
1226;6878;13;61
1227;1178;13;93
1228;7794;13;2
1229;4194;13;2
1230;531;13;83
1231;8563;13;60
1232;662;13;10
1233;8898;13;68
1234;2194;13;7
1235;2032;13;79
1236;940;13;93
1237;4789;13;58
1238;9413;13;16
1239;3881;13;75
1240;9275;13;71
1241;528;13;53
1242;4998;13;37
1243;239;13;56
1244;2881;13;84
1245;3830;13;75
1246;2875;13;17
1247;9176;13;67
1248;6750;13;35
1249;4482;13;61
1250;5063;13;26
1251;2925;13;57
1252;7118;13;18
1253;5385;13;14
1254;2645;13;61
1255;2698;13;38
1256;1274;13;27
1257;1378;13;36
1258;6068;13;65
1259;7055;13;72
1260;318;13;73
1261;8036;13;70
1262;2638;13;6
1263;7325;13;13
1264;3971;13;64
1265;5201;13;13
1266;1546;13;76
1267;6042;13;88
1268;9044;13;19
1269;2442;13;85
1270;9295;13;95
1271;6877;13;97
1272;5651;13;13
1273;6199;13;50
1274;864;13;29
1275;7035;13;68
1276;7785;13;89
1277;815;13;28
1278;4463;13;80
1279;5608;13;90
1280;7354;13;73
1281;8192;13;54
1282;247;13;79
1283;3850;13;18
1284;3266;13;82
1285;3306;13;65
1286;5811;13;2
1287;5850;13;21
1288;9689;13;20
1289;5287;13;20
1290;3845;13;97
1291;586;13;2
1292;57;13;74
1293;6312;13;87
1294;9787;13;77
1295;8829;13;47
1296;5954;13;90
1297;3022;13;55
1298;9827;13;30
1299;887;13;40
1300;2457;13;70
1301;7695;14;46
1302;2115;14;45
1303;3641;14;74
1304;4046;14;20
1305;8909;14;38
1306;6527;14;52
1307;7883;14;52
1308;7685;14;55
1309;3906;14;38
1310;832;14;32
1311;9395;14;34
1312;2167;14;19
1313;7401;14;44
1314;3622;14;43
1315;9785;14;93
1316;5343;14;95
1317;4041;14;94
1318;6855;14;64
1319;5517;14;82
1320;3309;14;7
1321;4270;14;5
1322;3351;14;58
1323;6148;14;24
1324;8180;14;31
1325;5793;14;23
1326;7104;14;99
1327;5220;14;68
1328;3535;14;81
1329;5396;14;54
1330;6769;14;27
1331;9799;14;85
1332;9138;14;24
1333;8328;14;54
1334;5145;14;12
1335;7137;14;6
1336;9048;14;49
1337;4977;14;83
1338;49;14;43
1339;9425;14;94
1340;9693;14;93
1341;7074;14;45
1342;4387;14;91
1343;122;14;30
1344;7048;14;88
1345;8143;14;97
1346;5815;14;83
1347;7831;14;50
1348;4477;14;3
1349;5423;14;77
1350;8809;14;2
1351;6206;14;50
1352;5377;14;75
1353;2998;14;82
1354;4517;14;12
1355;855;14;68
1356;7197;14;55
1357;8347;14;15
1358;6232;14;47
1359;6727;14;84
1360;5956;14;37
1361;7059;14;61
1362;845;14;27
1363;1953;14;15
1364;2841;14;11
1365;2924;14;71
1366;9126;14;96
1367;6619;14;97
1368;7008;14;79
1369;3128;14;71
1370;183;14;81
1371;7448;14;72
1372;1168;14;28
1373;790;14;13
1374;7957;14;23
1375;1866;14;18
1376;9073;14;29
1377;9558;14;29
1378;98;14;41
1379;7435;14;5
1380;6495;14;33
1381;7489;14;85
1382;2075;14;3
1383;5119;14;60
1384;9809;14;57
1385;9951;14;12
1386;1875;14;38
1387;7364;14;62
1388;8768;14;99
1389;3753;14;78
1390;3138;14;14
1391;4479;14;15
1392;2585;14;17
1393;7258;14;30
1394;7084;14;43
1395;5271;14;68
1396;920;14;64
1397;3680;14;6
1398;6078;14;10
1399;442;14;64
1400;3861;14;62
1401;7302;15;17
1402;4191;15;33
1403;9687;15;62
1404;7525;15;53
1405;4843;15;30
1406;2603;15;91
1407;6010;15;47
1408;4356;15;76
1409;6702;15;7
1410;205;15;89
1411;3202;15;22
1412;9737;15;38
1413;5297;15;92
1414;2243;15;40
1415;4968;15;57
1416;9011;15;87
1417;231;15;35
1418;2368;15;83
1419;6697;15;30
1420;1516;15;7
1421;2514;15;2
1422;5929;15;70
1423;3316;15;93
1424;733;15;94
1425;2565;15;18
1426;4876;15;94
1427;9241;15;33
1428;2147;15;74
1429;9219;15;23
1430;7113;15;28
1431;8875;15;35
1432;2933;15;74
1433;9466;15;61
1434;5652;15;13
1435;8648;15;41
1436;48;15;80
1437;1152;15;14
1438;5432;15;8
1439;4056;15;81
1440;5855;15;2
1441;3367;15;53
1442;8142;15;82
1443;7702;15;15
1444;2861;15;57
1445;1738;15;78
1446;7903;15;28
1447;6786;15;2
1448;1684;15;49
1449;8375;15;71
1450;3165;15;15
1451;1044;15;2
1452;8841;15;74
1453;8668;15;59
1454;2664;15;14
1455;4603;15;62
1456;3459;15;7
1457;9689;15;85
1458;5794;15;59
1459;7723;15;53
1460;4526;15;39
1461;7402;15;42
1462;250;15;42
1463;6918;15;52
1464;2758;15;74
1465;2429;15;78
1466;2277;15;34
1467;4413;15;89
1468;3705;15;96
1469;6579;15;17
1470;7407;15;95
1471;435;15;98
1472;1187;15;73
1473;4883;15;43
1474;1997;15;12
1475;4291;15;54
1476;2664;15;65
1477;348;15;30
1478;8453;15;74
1479;2737;15;73
1480;645;15;35
1481;1166;15;21
1482;9473;15;79
1483;6583;15;10
1484;6730;15;91
1485;2602;15;2
1486;9166;15;24
1487;9041;15;86
1488;7391;15;11
1489;8289;15;4
1490;1400;15;32
1491;1769;15;24
1492;3099;15;24
1493;8142;15;43
1494;8222;15;12
1495;7106;15;80
1496;4887;15;49
1497;2652;15;74
1498;3723;15;59
1499;7457;15;93
1500;4958;15;12
1501;5739;16;22
1502;1165;16;29
1503;5319;16;98
1504;441;16;1
1505;941;16;19
1506;3759;16;61
1507;9919;16;65
1508;1890;16;28
1509;8120;16;44
1510;1917;16;31
1511;8934;16;69
1512;634;16;95
1513;445;16;76
1514;2349;16;46
1515;6289;16;97
